2016-07-22 21:31:39.8734 |                INFO |                Start application |                Ufo.Commander.App 
2016-07-22 21:33:01.9691 |                INFO |                Start application |                Ufo.Commander.App 
2016-07-22 21:33:40.6453 |                INFO |                Start application |                Ufo.Commander.App 
2016-07-22 21:34:26.2609 |                INFO |                Start application |                Ufo.Commander.App 
2016-07-22 21:39:02.9487 |                INFO |                Start application |                Ufo.Commander.App 
2016-07-22 21:41:23.3208 |                INFO |                Start application |                Ufo.Commander.App 
2016-07-22 21:42:21.6451 |                INFO |                Start application |                Ufo.Commander.App 
2016-07-22 21:45:29.8289 |                INFO |                Start application |                Ufo.Commander.App 
2016-07-22 21:47:38.1402 |                INFO |                Start application |                Ufo.Commander.App 
2016-07-22 21:49:28.0905 |                INFO |                Start application |                Ufo.Commander.App 
2016-07-22 21:52:07.7936 |                INFO |                Start application |                Ufo.Commander.App 
2016-07-22 21:53:14.2954 |                INFO |                Start application |                Ufo.Commander.App 
2016-07-22 21:54:53.0881 |                INFO |                Start application |                Ufo.Commander.App 
