2016-01-28 22:00:14.1968 |                INFO |                Start application |                Ufo.Commander.App 
2016-01-28 22:00:53.2994 |                INFO |                Start application |                Ufo.Commander.App 
2016-01-28 22:01:34.5352 |                INFO |                Start application |                Ufo.Commander.App 
2016-01-28 22:03:12.9040 |                INFO |                Start application |                Ufo.Commander.App 
2016-01-28 22:04:31.2970 |                INFO |                Start application |                Ufo.Commander.App 
2016-01-28 22:05:33.8066 |                INFO |                Start application |                Ufo.Commander.App 
2016-01-28 22:05:56.2770 |                INFO |                Start application |                Ufo.Commander.App 
2016-01-28 22:07:34.0605 |                INFO |                Start application |                Ufo.Commander.App 
2016-01-28 22:08:31.7415 |                INFO |                Start application |                Ufo.Commander.App 
2016-01-28 22:09:35.2305 |                INFO |                Start application |                Ufo.Commander.App 
2016-01-28 22:10:16.1537 |                INFO |                Start application |                Ufo.Commander.App 
2016-01-28 22:10:52.5868 |                INFO |                Start application |                Ufo.Commander.App 
2016-01-28 22:11:26.0209 |                INFO |                Start application |                Ufo.Commander.App 
2016-01-28 22:12:02.6930 |                INFO |                Start application |                Ufo.Commander.App 
2016-01-28 22:13:39.4160 |                INFO |                Start application |                Ufo.Commander.App 
2016-01-28 22:14:16.8212 |                INFO |                Start application |                Ufo.Commander.App 
2016-01-28 22:15:32.7421 |                INFO |                Start application |                Ufo.Commander.App 
2016-01-28 22:16:49.9745 |                INFO |                Start application |                Ufo.Commander.App 
2016-01-28 22:17:55.9833 |                INFO |                Start application |                Ufo.Commander.App 
2016-01-28 22:24:05.7122 |                INFO |                Start application |                Ufo.Commander.App 
2016-01-28 22:38:31.2434 |                INFO |                Start application |                Ufo.Commander.App 
